survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,age_z,fare_z
0,1,male,37.0,0,1,29.7,C,First,man,True,no,False,0.5921612686680294,-0.04825252320269991
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.49017322040145855
1,1,female,63.0,1,0,77.9583,S,First,woman,False,yes,False,2.5956091829154313,0.9233347925889563
0,3,female,45.0,0,0,7.75,S,Third,woman,False,no,True,1.208606780744153,-0.49017322040145855
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,-0.10133993241760961,-0.6462044460638905
0,3,male,7.0,4,1,29.125,Q,Third,child,False,no,False,-1.719509401617434,-0.05982903349378355
1,3,female,35.0,1,1,20.25,S,Third,woman,False,yes,False,0.4380498906489985,-0.2385099532039878
0,3,male,65.0,0,0,7.75,Q,Third,man,True,no,True,2.749720560934462,-0.49017322040145855
0,3,male,28.0,0,0,7.8542,S,Third,man,True,no,True,-0.10133993241760961,-0.4880753554061005
0,3,male,16.0,0,0,9.5,S,Third,man,True,no,True,-1.026008200531795,-0.4549403629938127
1,3,male,19.0,0,0,8.05,S,Third,man,True,yes,True,-0.7948411335032486,-0.4841333019887193
0,1,male,28.0,0,0,26.0,S,First,man,True,no,True,-0.10133993241760961,-0.12274485029315124
0,3,male,33.0,0,0,8.6625,C,Third,man,True,no,True,0.2839385126299676,-0.4718018018960432
1,3,male,30.0,0,0,9.5,S,Third,man,True,yes,True,0.052771445601421274,-0.4549403629938127
0,3,male,22.0,0,0,7.8958,S,Third,man,True,no,True,-0.5636740664747023,-0.48723782005286725
1,2,male,42.0,0,0,13.0,S,Second,man,True,yes,True,0.9774397137156066,-0.38447464817852084
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.5636740664747023,-0.49017322040145855
1,1,female,26.0,0,0,78.85,S,First,woman,False,yes,True,-0.2554513104366405,0.941287443417755
1,1,female,19.0,1,0,91.0792,C,First,woman,False,yes,False,-0.7948411335032486,1.1874986775946599
0,2,male,36.0,0,0,12.875,C,Second,man,True,no,True,0.5151055796585139,-0.38699128085049556
0,3,female,24.0,0,0,8.85,S,Third,woman,False,no,True,-0.4095626884556714,-0.4680268528880811
0,3,male,24.0,0,0,7.8958,S,Third,man,True,no,True,-0.4095626884556714,-0.48723782005286725
0,1,male,28.0,0,0,27.7208,C,First,man,True,no,True,-0.10133993241760961,-0.08809987827767862
0,3,male,23.5,0,0,7.2292,C,Third,man,True,no,True,-0.4480905329604291,-0.500658518765974
0,1,female,2.0,1,2,151.55,S,First,child,False,no,False,-2.104787846665011,2.404961005438245
1,1,male,28.0,0,0,30.5,S,First,man,True,yes,True,-0.10133993241760961,-0.032146074102061765
1,1,female,50.0,0,1,247.5208,C,First,woman,False,yes,False,1.5938852257917302,4.337147012122648
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.49017322040145855
1,3,male,28.0,2,0,23.25,Q,Third,man,True,yes,False,-0.10133993241760961,-0.17811076907659482
0,3,male,19.0,0,0,0.0,S,Third,man,True,no,True,-0.7948411335032486,-0.6462044460638905
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,yes,True,-0.10133993241760961,-0.3975611380727893
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
1,1,male,0.92,1,2,151.55,S,First,child,False,yes,False,-2.188007990795288,2.404961005438245
1,1,female,28.0,0,0,110.8833,C,First,woman,False,yes,True,-0.10133993241760961,1.5862158383870948
1,1,female,17.0,1,0,108.9,C,First,woman,False,yes,False,-0.9489525115222794,1.546285937760475
0,2,male,30.0,1,0,24.0,C,Second,man,True,no,False,0.052771445601421274,-0.16301097304474657
1,1,female,30.0,0,0,56.9292,C,First,woman,False,yes,True,0.052771445601421274,0.4999546316111698
1,1,female,24.0,0,0,83.1583,C,First,woman,False,yes,True,-0.4095626884556714,1.0280267117431041
1,1,female,18.0,2,2,262.375,C,First,woman,False,yes,False,-0.871896822512764,4.636207532411021
0,2,female,26.0,1,1,26.0,S,Second,woman,False,no,False,-0.2554513104366405,-0.12274485029315124
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,2,male,43.0,1,1,26.25,S,Second,man,True,no,False,1.054495402725122,-0.11771158494920184
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,yes,True,-0.2554513104366405,-0.4880753554061005
1,2,female,24.0,1,0,26.0,S,Second,woman,False,yes,False,-0.4095626884556714,-0.12274485029315124
0,2,male,54.0,0,0,14.0,S,Second,man,True,no,True,1.902107981829792,-0.36434158680272316
1,1,female,31.0,0,2,164.8667,S,First,woman,False,yes,False,0.12982713461093673,2.67306694386133
1,1,female,40.0,1,1,134.5,C,First,woman,False,yes,False,0.8233283356965757,2.061692308980895
0,3,male,22.0,0,0,7.25,S,Third,man,True,no,True,-0.5636740664747023,-0.5002397510893574
0,3,male,27.0,0,0,7.8958,S,Third,man,True,no,True,-0.17839562142712506,-0.48723782005286725
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,yes,True,0.052771445601421274,-0.3975611380727893
1,2,female,22.0,1,1,29.0,S,Second,woman,False,yes,False,-0.5636740664747023,-0.06234566616575826
0,3,male,28.0,8,2,69.55,S,Third,man,True,no,False,-0.10133993241760961,0.7540499726228369
1,1,female,36.0,0,0,135.6333,C,First,woman,False,yes,True,0.5151055796585139,2.084509107438086
0,3,male,61.0,0,0,6.2375,S,Third,man,True,no,True,2.4414978048964002,-0.5206244757323525
1,2,female,36.0,0,0,13.0,S,Second,woman,False,yes,True,0.5151055796585139,-0.38447464817852084
1,3,female,31.0,1,1,20.525,S,Third,woman,False,yes,False,0.12982713461093673,-0.23297336132564347
1,1,female,16.0,0,1,57.9792,C,First,woman,False,yes,False,-1.026008200531795,0.5210943460557573
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,yes,False,-0.10133993241760961,-0.17811076907659482
0,1,male,45.5,0,0,28.5,S,First,man,True,no,True,1.2471346252489106,-0.07241219685365709
0,1,male,38.0,0,1,153.4625,S,First,man,True,no,False,0.6692169576775449,2.443465485319458
0,3,male,16.0,2,0,18.0,S,Third,man,True,no,False,-1.026008200531795,-0.28380934129953256
1,1,female,28.0,1,0,133.65,S,First,woman,False,yes,False,-0.10133993241760961,2.044579206811467
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,1,male,29.0,1,0,66.6,S,First,man,True,no,False,-0.024284243408094167,0.6946574415642337
1,1,female,41.0,0,0,134.5,C,First,woman,False,yes,True,0.9003840247060911,2.061692308980895
1,3,male,45.0,0,0,8.05,S,Third,man,True,yes,True,1.208606780744153,-0.4841333019887193
0,1,male,45.0,0,0,35.5,S,First,man,True,no,True,1.208606780744153,0.06851923277692655
1,2,male,2.0,1,1,26.0,S,Second,child,False,yes,False,-2.104787846665011,-0.12274485029315124
1,1,female,24.0,3,2,263.0,S,First,woman,False,yes,False,-0.4095626884556714,4.648790695770894
0,2,male,28.0,0,0,13.0,S,Second,man,True,no,True,-0.10133993241760961,-0.38447464817852084
0,2,male,25.0,0,0,13.0,S,Second,man,True,no,True,-0.3325069994461559,-0.38447464817852084
0,2,male,36.0,0,0,13.0,S,Second,man,True,no,True,0.5151055796585139,-0.38447464817852084
1,2,female,24.0,0,0,13.0,S,Second,woman,False,yes,True,-0.4095626884556714,-0.38447464817852084
1,2,female,40.0,0,0,13.0,S,Second,woman,False,yes,True,0.8233283356965757,-0.38447464817852084
1,3,female,28.0,1,0,16.1,S,Third,woman,False,yes,False,-0.10133993241760961,-0.3220621579135481
1,3,male,3.0,1,1,15.9,S,Third,child,False,yes,False,-2.0277321576554956,-0.32608877018870763
0,3,male,42.0,0,0,8.6625,S,Third,man,True,no,True,0.9774397137156066,-0.4718018018960432
0,3,male,23.0,0,0,9.225,S,Third,man,True,no,True,-0.4866183774651868,-0.460476954872157
0,1,male,28.0,0,0,35.0,S,First,man,True,no,True,-0.10133993241760961,0.05845270208902771
0,3,male,15.0,1,1,7.2292,C,Third,child,False,no,False,-1.1030638895413103,-0.500658518765974
0,3,male,25.0,1,0,17.8,S,Third,man,True,no,False,-0.3325069994461559,-0.28783595357469205
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,-0.10133993241760961,-0.5007430776237524
0,3,male,28.0,0,0,9.5,S,Third,man,True,no,True,-0.10133993241760961,-0.4549403629938127
1,1,female,22.0,0,1,55.0,S,First,woman,False,yes,False,-0.5636740664747023,0.46111392960498093
0,2,female,38.0,0,0,13.0,S,Second,woman,False,no,True,0.6692169576775449,-0.38447464817852084
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.4875720288717055
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.4875720288717055
0,3,male,40.0,1,4,27.9,S,Third,man,True,no,False,0.8233283356965757,-0.08449203367913571
0,2,male,29.0,1,0,27.7208,C,Second,man,True,no,False,-0.024284243408094167,-0.08809987827767862
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,no,False,1.208606780744153,-0.3551971503258359
0,3,male,35.0,0,0,7.05,S,Third,man,True,no,True,0.4380498906489985,-0.5042663633645169
0,3,male,28.0,1,0,15.5,Q,Third,man,True,no,False,-0.10133993241760961,-0.33414199473902667
0,3,male,30.0,0,0,7.25,S,Third,man,True,no,True,0.052771445601421274,-0.5002397510893574
1,1,female,60.0,1,0,75.25,C,First,woman,False,yes,False,2.3644421158868845,0.8688084224648837
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,yes,True,-0.10133993241760961,-0.500658518765974
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,-0.10133993241760961,-0.49017322040145855
1,1,female,24.0,0,0,69.3,C,First,woman,False,yes,True,-0.4095626884556714,0.7490167072788875
1,1,male,25.0,1,0,55.4417,C,First,man,True,yes,False,-0.3325069994461559,0.4700067028146707
0,3,male,18.0,1,0,6.4958,S,Third,man,True,no,False,-0.871896822512764,-0.515424105978984
0,3,male,19.0,0,0,8.05,S,Third,man,True,no,True,-0.7948411335032486,-0.4841333019887193
0,1,male,22.0,0,0,135.6333,C,First,man,True,no,True,-0.5636740664747023,2.084509107438086
0,3,female,3.0,3,1,21.075,S,Third,child,False,no,False,-2.0277321576554956,-0.22190017756895475
1,1,female,28.0,1,0,82.1708,C,First,woman,False,yes,False,-0.10133993241760961,1.008145313634504
1,3,female,22.0,0,0,7.25,S,Third,woman,False,yes,True,-0.5636740664747023,-0.5002397510893574
0,1,male,27.0,0,2,211.5,C,First,man,True,no,False,-0.17839562142712506,3.6119380349173147
0,3,male,20.0,0,0,4.0125,C,Third,man,True,no,True,-0.7177854444937332,-0.5654205372935024
0,3,male,19.0,0,0,7.775,S,Third,man,True,no,True,-0.7948411335032486,-0.48966989386706367
1,1,female,42.0,0,0,227.525,C,First,woman,False,yes,True,0.9774397137156066,3.9345703434644728
1,3,female,1.0,0,2,15.7417,C,Third,child,False,yes,False,-2.1818435356745267,-0.3292758338044964
0,3,male,32.0,0,0,7.925,S,Third,man,True,no,True,0.20688282362045216,-0.48664993466069395
1,1,female,35.0,1,0,52.0,S,First,woman,False,yes,False,0.4380498906489985,0.40071474547758795
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,2,male,18.0,0,0,73.5,S,Second,man,True,no,True,-0.871896822512764,0.8335755650572377
0,3,male,1.0,5,2,46.9,S,Third,child,False,no,False,-2.1818435356745267,0.29803613246101984
1,2,female,36.0,0,0,13.0,S,Second,woman,False,yes,True,0.5151055796585139,-0.38447464817852084
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,no,True,-0.10133993241760961,-0.4905919880780752
1,2,female,17.0,0,0,12.0,C,Second,woman,False,yes,True,-0.9489525115222794,-0.4046077095543185
1,1,male,36.0,1,2,120.0,S,First,man,True,yes,False,0.5151055796585139,1.769762919031829
1,3,male,21.0,0,0,7.7958,S,Third,man,True,yes,True,-0.6407297554842177,-0.489251126190447
0,3,male,28.0,2,0,7.925,S,Third,man,True,no,False,-0.10133993241760961,-0.48664993466069395
1,1,female,23.0,1,0,113.275,C,First,woman,False,yes,False,-0.4866183774651868,1.6343680812795898
1,3,female,24.0,0,2,16.7,S,Third,woman,False,yes,False,-0.4095626884556714,-0.3099823210880695
0,3,male,22.0,0,0,7.7958,S,Third,man,True,no,True,-0.5636740664747023,-0.489251126190447
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,no,True,0.12982713461093673,-0.4880753554061005
0,2,male,46.0,0,0,26.0,S,Second,man,True,no,True,1.2856624697536683,-0.12274485029315124
0,2,male,23.0,0,0,10.5,S,Second,man,True,no,True,-0.4866183774651868,-0.434807301618015
1,2,female,28.0,0,0,12.65,S,Second,woman,False,yes,True,-0.10133993241760961,-0.39152121966005005
1,3,male,39.0,0,0,7.925,S,Third,man,True,yes,True,0.7462726466870603,-0.48664993466069395
0,3,male,26.0,0,0,8.05,S,Third,man,True,no,True,-0.2554513104366405,-0.4841333019887193
0,3,female,21.0,1,0,9.825,S,Third,woman,False,no,False,-0.6407297554842177,-0.4483971180466784
0,3,male,28.0,1,0,15.85,S,Third,man,True,no,False,-0.10133993241760961,-0.32709542325749746
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,no,True,-0.7177854444937332,-0.4718018018960432
0,2,male,34.0,1,0,21.0,S,Second,man,True,no,False,0.36099420163948304,-0.22341015717213955
0,3,male,51.0,0,0,7.75,S,Third,man,True,no,True,1.6709409148012455,-0.49017322040145855
1,2,male,3.0,1,1,18.75,S,Second,child,False,yes,False,-2.0277321576554956,-0.2687095452676843
0,3,male,21.0,0,0,7.775,S,Third,man,True,no,True,-0.6407297554842177,-0.48966989386706367
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,no,False,-0.10133993241760961,-0.13348181192486414
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,no,True,-0.10133993241760961,-0.5081258712302573
1,1,female,33.0,1,0,90.0,Q,First,woman,False,yes,False,0.2839385126299676,1.1657710777578991
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,-0.10133993241760961,-0.6462044460638905
1,3,male,44.0,0,0,7.925,S,Third,man,True,yes,True,1.1315510917346374,-0.48664993466069395
0,3,female,28.0,0,0,8.05,S,Third,woman,False,no,True,-0.10133993241760961,-0.4841333019887193
1,2,female,34.0,1,1,32.5,S,Second,woman,False,yes,False,0.36099420163948304,0.008120048649533558
1,2,female,18.0,0,2,13.0,S,Second,woman,False,yes,False,-0.871896822512764,-0.38447464817852084
0,2,male,30.0,0,0,13.0,S,Second,man,True,no,True,0.052771445601421274,-0.38447464817852084
0,3,female,10.0,0,2,24.15,S,Third,child,False,no,False,-1.4883423345888875,-0.15999101383837694
0,3,male,28.0,0,0,7.8958,C,Third,man,True,no,True,-0.10133993241760961,-0.48723782005286725
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,no,True,-0.6407297554842177,-0.4905094425264344
0,3,male,29.0,0,0,7.875,S,Third,man,True,no,True,-0.024284243408094167,-0.4876565877294839
0,3,female,28.0,1,1,14.4,S,Third,woman,False,no,False,-0.10133993241760961,-0.3562883622524042
0,3,male,18.0,1,1,20.2125,S,Third,man,True,no,False,-0.871896822512764,-0.23926494300558024
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,-0.10133993241760961,-0.5002397510893574
1,2,female,28.0,1,0,26.0,S,Second,woman,False,yes,False,-0.10133993241760961,-0.12274485029315124
1,2,female,19.0,0,0,26.0,S,Second,woman,False,yes,True,-0.7948411335032486,-0.12274485029315124
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,-0.10133993241760961,-0.49017322040145855
1,3,male,32.0,0,0,8.05,S,Third,man,True,yes,True,0.20688282362045216,-0.4841333019887193
1,1,male,28.0,0,0,26.55,S,First,man,True,yes,True,-0.10133993241760961,-0.11167166653646252
1,3,female,28.0,1,0,16.1,S,Third,woman,False,yes,False,-0.10133993241760961,-0.3220621579135481
1,2,female,42.0,1,0,26.0,S,Second,woman,False,yes,False,0.9774397137156066,-0.12274485029315124
0,3,male,17.0,0,0,7.125,S,Third,man,True,no,True,-0.9489525115222794,-0.5027563837613321
0,1,male,50.0,1,0,55.9,S,First,man,True,no,False,1.5938852257917302,0.47923368484319884
1,1,female,14.0,1,2,120.0,S,First,child,False,yes,False,-1.1801195785508258,1.769762919031829
0,3,female,21.0,2,2,34.375,S,Third,woman,False,no,False,-0.6407297554842177,0.045869538729154176
1,2,female,24.0,2,3,18.75,S,Second,woman,False,yes,False,-0.4095626884556714,-0.2687095452676843
0,1,male,64.0,1,4,263.0,S,First,man,True,no,False,2.6726648719249466,4.648790695770894
0,2,male,31.0,0,0,10.5,S,Second,man,True,no,True,0.12982713461093673,-0.434807301618015
1,2,female,45.0,1,1,26.25,S,Second,woman,False,yes,False,1.208606780744153,-0.11771158494920184
0,3,male,20.0,0,0,9.5,S,Third,man,True,no,True,-0.7177854444937332,-0.4549403629938127
0,3,male,25.0,1,0,7.775,S,Third,man,True,no,False,-0.3325069994461559,-0.48966989386706367
1,2,female,28.0,0,0,13.0,S,Second,woman,False,yes,True,-0.10133993241760961,-0.38447464817852084
1,3,male,28.0,0,0,8.1125,S,Third,man,True,yes,True,-0.10133993241760961,-0.4828749856527319
1,1,male,4.0,0,2,81.8583,S,First,child,False,yes,False,-1.9506764686459803,1.0018537319545673
1,2,female,13.0,0,1,19.5,S,Second,child,False,yes,False,-1.2571752675603414,-0.25360974923583607
1,1,male,34.0,0,0,26.55,S,First,man,True,yes,True,0.36099420163948304,-0.11167166653646252
1,3,female,5.0,2,1,19.2583,C,Third,child,False,yes,False,-1.8736207796364648,-0.25847591017036636
1,1,male,52.0,0,0,30.5,S,First,man,True,yes,True,1.747996603810761,-0.032146074102061765
0,2,male,36.0,1,2,27.75,S,Second,man,True,no,False,0.5151055796585139,-0.08751199288550533
0,3,male,28.0,1,0,19.9667,S,Third,man,True,no,False,-0.10133993241760961,-0.24421364949175128
0,1,male,30.0,0,0,27.75,C,First,man,True,no,True,0.052771445601421274,-0.08751199288550533
1,1,male,49.0,1,0,89.1042,C,First,man,True,yes,False,1.5168295367822147,1.1477358813774596
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
1,3,male,29.0,0,0,7.8958,C,Third,man,True,yes,True,-0.024284243408094167,-0.48723782005286725
0,1,male,65.0,0,0,26.55,S,First,man,True,no,True,2.749720560934462,-0.11167166653646252
1,1,female,28.0,1,0,51.8625,S,First,woman,False,yes,False,-0.10133993241760961,0.39794644953841574
1,2,female,50.0,0,0,10.5,S,Second,woman,False,yes,True,1.5938852257917302,-0.434807301618015
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,-0.10133993241760961,-0.49017322040145855
1,1,male,48.0,0,0,26.55,S,First,man,True,yes,True,1.4397738477726993,-0.11167166653646252
0,3,male,34.0,0,0,8.05,S,Third,man,True,no,True,0.36099420163948304,-0.4841333019887193
0,1,male,47.0,0,0,38.5,S,First,man,True,no,True,1.3627181587631838,0.12891841690431952
0,2,male,48.0,0,0,13.0,S,Second,man,True,no,True,1.4397738477726993,-0.38447464817852084
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
0,3,male,38.0,0,0,7.05,S,Third,man,True,no,True,0.6692169576775449,-0.5042663633645169
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,-0.10133993241760961,-0.6462044460638905
0,1,male,56.0,0,0,26.55,S,First,man,True,no,True,2.0562193598488228,-0.11167166653646252
0,3,male,28.0,0,0,7.725,Q,Third,man,True,no,True,-0.10133993241760961,-0.4906765469358535
1,3,female,0.75,2,1,19.2583,C,Third,child,False,yes,False,-2.2011074579269057,-0.25847591017036636
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,-0.10133993241760961,-0.5002397510893574
0,3,male,38.0,0,0,8.6625,S,Third,man,True,no,True,0.6692169576775449,-0.4718018018960432
1,2,female,33.0,1,2,27.75,S,Second,woman,False,yes,False,0.2839385126299676,-0.08751199288550533
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,yes,True,-0.4866183774651868,-0.36853530348730185
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,no,True,-0.5636740664747023,-0.448145454779481
0,1,male,28.0,0,0,52.0,S,First,man,True,no,True,-0.10133993241760961,0.40071474547758795
0,2,male,34.0,1,0,21.0,S,Second,man,True,no,False,0.36099420163948304,-0.22341015717213955
0,3,male,29.0,1,0,7.0458,S,Third,man,True,no,False,-0.024284243408094167,-0.5043509222222953
0,3,male,22.0,0,0,7.5208,S,Third,man,True,no,True,-0.5636740664747023,-0.49478771806879135
1,3,female,2.0,0,1,12.2875,S,Third,child,False,yes,False,-2.104787846665011,-0.39881945440877664
0,3,male,9.0,5,2,46.9,S,Third,child,False,no,False,-1.565398023598403,0.29803613246101984
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,-0.10133993241760961,-0.6462044460638905
0,3,male,50.0,0,0,8.05,S,Third,man,True,no,True,1.5938852257917302,-0.4841333019887193
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,yes,True,2.5956091829154313,-0.4531787201234304
1,1,male,25.0,1,0,91.0792,C,First,man,True,yes,False,-0.3325069994461559,1.1874986775946599
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,no,False,-0.10133993241760961,-0.13348181192486414
1,1,female,35.0,1,0,90.0,S,First,woman,False,yes,False,0.4380498906489985,1.1657710777578991
0,1,male,58.0,0,0,29.7,C,First,man,True,no,True,2.210330737867854,-0.04825252320269991
0,3,male,30.0,0,0,8.05,S,Third,man,True,no,True,0.052771445601421274,-0.4841333019887193
1,3,male,9.0,1,1,15.9,S,Third,child,False,yes,False,-1.565398023598403,-0.32608877018870763
0,3,male,28.0,1,0,19.9667,S,Third,man,True,no,False,-0.10133993241760961,-0.24421364949175128
0,3,male,21.0,0,0,7.25,S,Third,man,True,no,True,-0.6407297554842177,-0.5002397510893574
0,1,male,55.0,0,0,30.5,S,First,man,True,no,True,1.9791636708393074,-0.032146074102061765
0,1,male,71.0,0,0,49.5042,C,First,man,True,no,True,3.2120546949915547,0.3504666508958721
0,3,male,21.0,0,0,8.05,S,Third,man,True,no,True,-0.6407297554842177,-0.4841333019887193
0,3,male,28.0,0,0,14.4583,C,Third,man,True,no,True,-0.10133993241760961,-0.3551146047741951
1,1,female,54.0,1,0,78.2667,C,First,woman,False,yes,False,1.902107981829792,0.9295438287172524
0,3,male,28.0,0,0,15.1,S,Third,man,True,no,True,-0.10133993241760961,-0.3421952192893457
0,1,female,25.0,1,2,151.55,S,First,woman,False,no,False,-0.3325069994461559,2.404961005438245
0,3,male,24.0,0,0,7.7958,S,Third,man,True,no,True,-0.4095626884556714,-0.489251126190447
0,3,male,17.0,0,0,8.6625,S,Third,man,True,no,True,-0.9489525115222794,-0.4718018018960432
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,no,True,-0.6407297554842177,-0.49017322040145855
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,no,True,-0.10133993241760961,-0.4926052942156549
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,no,True,0.5921612686680294,-0.4531787201234304
1,1,female,16.0,0,0,86.5,S,First,woman,False,yes,True,-1.026008200531795,1.0953053629426073
0,1,male,18.0,1,0,108.9,C,First,man,True,no,False,-0.871896822512764,1.546285937760475
1,2,female,33.0,0,2,26.0,S,Second,woman,False,yes,False,0.2839385126299676,-0.12274485029315124
1,1,male,28.0,0,0,26.55,S,First,man,True,yes,True,-0.10133993241760961,-0.11167166653646252
0,3,male,28.0,0,0,22.525,S,Third,man,True,no,True,-0.10133993241760961,-0.19270723857404815
1,3,male,26.0,0,0,56.4958,S,Third,man,True,yes,True,-0.2554513104366405,0.4912289628108992
1,3,male,29.0,0,0,7.75,Q,Third,man,True,yes,True,-0.024284243408094167,-0.49017322040145855
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,-0.10133993241760961,-0.4841333019887193
1,1,male,36.0,0,0,26.2875,S,First,man,True,yes,True,0.5151055796585139,-0.1169565951476094
1,1,female,54.0,1,0,59.4,C,First,woman,False,yes,False,1.902107981829792,0.5496993996584907
0,3,male,24.0,0,0,7.4958,S,Third,man,True,no,True,-0.4095626884556714,-0.49529104460318635
0,1,male,47.0,0,0,34.0208,S,First,man,True,no,True,1.3627181587631838,0.03873840838984667
1,2,female,34.0,0,0,10.5,S,Second,woman,False,yes,True,0.36099420163948304,-0.434807301618015
0,3,male,28.0,0,0,24.15,Q,Third,man,True,no,True,-0.10133993241760961,-0.15999101383837694
1,2,female,36.0,1,0,26.0,S,Second,woman,False,yes,False,0.5151055796585139,-0.12274485029315124
0,3,male,32.0,0,0,7.8958,S,Third,man,True,no,True,0.20688282362045216,-0.48723782005286725
1,1,female,30.0,0,0,93.5,S,First,woman,False,yes,True,0.052771445601421274,1.236236792573191
0,3,male,22.0,0,0,7.8958,S,Third,man,True,no,True,-0.5636740664747023,-0.48723782005286725
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,-0.10133993241760961,-0.5007430776237524
1,1,female,44.0,0,1,57.9792,C,First,woman,False,yes,False,1.1315510917346374,0.5210943460557573
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,-0.10133993241760961,-0.500658518765974
0,3,male,40.5,0,0,7.75,Q,Third,man,True,no,True,0.8618561802013335,-0.49017322040145855
1,2,female,50.0,0,0,10.5,S,Second,woman,False,yes,True,1.5938852257917302,-0.434807301618015
0,1,male,28.0,0,0,221.7792,S,First,man,True,no,True,-0.10133993241760961,3.8188897994114144
0,3,male,39.0,0,0,7.925,S,Third,man,True,no,True,0.7462726466870603,-0.48664993466069395
0,2,male,23.0,2,1,11.5,S,Second,man,True,no,False,-0.4866183774651868,-0.41467424024221733
1,2,female,2.0,1,1,26.0,S,Second,child,False,yes,False,-2.104787846665011,-0.12274485029315124
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,-0.10133993241760961,-0.500658518765974
0,3,male,17.0,1,1,7.2292,C,Third,man,True,no,False,-0.9489525115222794,-0.500658518765974
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,yes,False,-0.10133993241760961,-0.19606341990539358
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,no,True,0.052771445601421274,-0.4718018018960432
1,2,female,7.0,0,2,26.25,S,Second,child,False,yes,False,-1.719509401617434,-0.11771158494920184
0,1,male,45.0,0,0,26.55,S,First,man,True,no,True,1.208606780744153,-0.11167166653646252
1,1,female,30.0,0,0,106.425,C,First,woman,False,yes,True,0.052771445601421274,1.4964566108553758
0,3,male,28.0,0,0,14.5,S,Third,man,True,no,True,-0.10133993241760961,-0.35427505611482435
1,1,female,22.0,0,2,49.5,C,First,woman,False,yes,False,-0.5636740664747023,0.3503820920380938
1,1,female,36.0,0,2,71.0,S,First,woman,False,yes,False,0.5151055796585139,0.7832429116177435
0,3,female,9.0,4,2,31.275,S,Third,child,False,no,False,-1.565398023598403,-0.016542951535818605
0,3,female,11.0,4,2,31.275,S,Third,child,False,no,False,-1.4112866455793722,-0.016542951535818605
1,2,male,32.0,1,0,26.0,S,Second,man,True,yes,False,0.20688282362045216,-0.12274485029315124
0,1,male,50.0,1,0,106.425,C,First,man,True,no,False,1.5938852257917302,1.4964566108553758
0,1,male,64.0,0,0,26.0,S,First,man,True,no,True,2.6726648719249466,-0.12274485029315124
